id,mmsi,navigationalstatus,sog,cog,heading,shiptype
9236,395930475,Under way using engine,13.5,318,318,Warship
9237,559493715,Under way using engine,9.7,163.1,161,Military
9238,929099862,Under way using engine,8.7,88.5,86,Military
9239,550447568,Under way using engine,18.5,215,215,SAR
9240,837282688,Under way using engine,12.4,33.2,36,Warship
9241,259192083,Under way using engine,8.2,284.6,286,Bulk Carrier
9242,238836885,Under way using engine,11.5,239.9,239,Military
9243,142590128,Under way using engine,8.7,150,151,Cargo
9244,374264589,Under way using engine,12.1,2.1,357,SAR
9245,317873496,Under way using engine,10.8,133,130,Tanker
9246,359422906,Under way using engine,13.5,45.7,41,Cargo
9247,497845900,Engaged in fishing,9.1,1.5,0,SAR
9248,379378537,Under way using engine,9,49.2,47,Cargo
9249,251762484,Under way using engine,8.3,101.8,101,Cargo
9250,530349858,Under way using engine,2.3,312.1,307,SAR
9251,399083541,Under way using engine,13.5,329.6,327,Bulk Carrier
9252,245836192,Under way using engine,12.1,170.3,173,SAR
9253,322246942,Under way using engine,12,36.6,36,SAR
9254,412135473,Under way using engine,17.2,176.3,179,Tanker
9255,554156710,Under way using engine,15,167.4,168,Tanker
9256,756976794,Under way using engine,10.9,287.7,289,SAR
9257,264392140,Under way using engine,9.7,162.2,162,SAR
9258,189012445,Under way using engine,1.8,303.6,302,Military
9259,844188117,Under way using engine,9.4,141,141,Cargo
9260,257617862,Constrained by her draught,11.7,338.8,336,Bulk Carrier
9261,202223168,Under way using engine,5.2,36.8,29,Military
9262,692658217,Constrained by her draught,11.7,338.5,337,Warship
9263,169611426,Under way using engine,19.2,223,222,Bulk Carrier
9264,642760631,Under way using engine,10.9,130,127,Bulk Carrier
9265,283088530,Under way using engine,13.6,109.3,104,Cargo
9266,178006117,Under way using engine,13,162.7,163,Warship
9267,262366496,Under way using engine,11.5,156,159,Military
9268,413072686,Under way using engine,10.2,318.2,322,Tanker
9269,541399912,Under way using engine,13.9,142.5,139,Military
9270,490148052,Under way using engine,10.9,339.2,341,Cargo
9271,101024823,Under way using engine,13,117.8,114,Military
9272,450551299,Under way using engine,13.8,33.7,35,Warship
9273,758118922,Constrained by her draught,11.6,35.9,33,Military
9274,997438278,Under way using engine,11.7,169,169,Cargo
9275,226331356,Engaged in fishing,7.5,322.7,323,SAR
9276,965183891,Under way using engine,13.1,332,334,Cargo
9277,528027745,Under way using engine,9.2,75.5,77,Cargo
9278,724993531,Under way using engine,8.5,155.9,156,Bulk Carrier
9279,564305032,Under way using engine,11.1,341.9,343,Bulk Carrier
9280,113049637,Under way using engine,7.4,58.5,61,Tanker
9281,953693063,Engaged in fishing,2.2,330.8,344,SAR
9282,783498117,Under way using engine,15.8,149.6,159,Tanker
9283,914987448,Under way using engine,14.9,169.6,172,Bulk Carrier
9284,793572223,Under way using engine,12.1,171,172,Warship
9285,838453101,Under way using engine,13.1,36.4,36,Cargo
9286,188600337,Under way using engine,7.4,50,43,Bulk Carrier
9287,391881500,Under way using engine,11,342.5,343,Warship
9288,893585717,Under way using engine,11.2,189.5,190,Military
9289,549515778,Under way using engine,13.8,143.7,141,Cargo
9290,250376206,Under way using engine,13.2,165,165,Bulk Carrier
9291,542432963,Under way using engine,13.8,34.5,35,Tanker
9292,821926989,Under way using engine,10.8,339.1,341,Military
9293,954888865,Under way using engine,11.8,66.8,65,Bulk Carrier
9294,705814075,Under way using engine,8.5,154.5,157,SAR
9295,718452303,Under way using engine,5.2,37.3,38,Military
9296,380673292,Under way using engine,14.3,158,155,Cargo
9297,683123485,Under way using engine,9,312.8,316,Tanker
9298,876506991,Under way using engine,12,324.2,326,Tanker
9299,406766805,Under way using engine,12.8,162.8,162,Cargo
9300,528207745,Under way using engine,10.5,294,292,Cargo
9301,391689821,Under way using engine,8.6,39.4,36,Bulk Carrier
9302,136504067,Under way using engine,9,352.1,352,SAR
9303,317876463,Under way using engine,12,325.3,327,Warship
9304,999752925,Under way using engine,14.4,157.6,155,SAR
9305,577963351,Under way using engine,18.3,357.8,4,Military
9306,112832820,Under way using engine,11.5,240,239,Tanker
9307,337535659,Under way using engine,13.3,211,211,Warship
9308,174588149,Under way using engine,11.8,194,196,Tanker
9309,751270240,Under way using engine,13.6,108.9,104,Military
9310,510409930,Under way using engine,10.3,319.8,322,Tanker
9311,607850686,Under way using engine,18.5,220,219,Cargo
9312,835465576,Under way using engine,9.8,343.2,343,Cargo
9313,140198801,Under way using engine,10.5,287.8,289,Bulk Carrier
9314,849334822,Under way using engine,11.7,5.8,9,Warship
9315,681674203,Under way using engine,10.9,35,40,Bulk Carrier
9316,540713397,Under way using engine,18.7,220,219,SAR
9317,635422144,Under way using engine,12.3,30.1,32,Warship
9318,558597089,Under way using engine,12,26.8,28,Bulk Carrier
9319,453998166,Under way using engine,8.3,285,285,Warship
9320,636550668,Under way using engine,17.1,178.3,182,Cargo
9321,978437547,Under way using engine,13.4,317.8,321,Military
9322,175903704,Under way using engine,13.4,105.7,106,Tanker
9323,900101323,Engaged in fishing,7.5,321.6,327,Cargo
9324,233942985,Under way using engine,13.2,209,208,Tanker
9325,630504005,Under way using engine,13.4,318.4,322,Cargo
9326,420318084,Under way using engine,12.8,31.9,30,Cargo
9327,926208997,Under way using engine,9.2,315.1,319,Cargo
9328,644325995,Under way using engine,12.1,30,31,Warship
9329,634211689,Under way using engine,12.4,126,129,Cargo
9330,348160367,Under way using engine,7.5,261.2,261,Tanker
9331,367581481,Under way using engine,8.2,100.9,100,Bulk Carrier
9332,558930515,Under way using engine,10.9,340.8,342,Warship
9333,261636148,Under way using engine,15.2,146.9,145,Warship
9334,990957395,Under way using engine,13.1,165.4,165,Warship
9335,225508222,Under way using engine,10,36.4,38,Military
9336,814909505,Under way using engine,7.1,303.3,300,Warship
9337,139544394,Under way using engine,9.1,54.6,52,Military
9338,576572162,Under way using engine,1.1,164.7,200,Warship
9339,808309142,Under way using engine,11.2,4.4,8,SAR
9340,897964456,Under way using engine,8.8,38.7,35,Bulk Carrier
9341,393144422,Under way using engine,11.9,72.7,69,Cargo
9342,690562202,Under way using engine,10.4,163.5,163,Warship
9343,863193606,Under way using engine,6.4,197.6,198,Bulk Carrier
9344,633892677,Under way using engine,12.4,33.1,35,Bulk Carrier
9345,876660098,Under way using engine,10.2,34.8,39,Tanker
9346,279152179,Constrained by her draught,11.4,33.8,32,SAR
9347,312769362,Under way using engine,13.7,137,135,SAR
9348,133031355,Under way using engine,12.9,164,164,Tanker
9349,475288428,Under way using engine,8,76,75,Bulk Carrier
9350,610076676,Under way using engine,10.8,190.7,190,Warship
9351,770941452,Under way using engine,13.3,107,104,Tanker
9352,170612053,Under way using engine,10.5,320.2,322,Tanker
9353,488461353,Under way using engine,13.8,162.1,159,Warship
9354,874422807,Under way using engine,11.3,37.3,40,SAR
9355,434923949,Under way using engine,8.8,355.2,352,SAR
9356,217562570,Under way using engine,10.2,297.1,296,Military
9357,698078654,Constrained by her draught,11.1,11.1,5,Warship
9358,223145446,Under way using engine,9.3,158.6,159,Warship
9359,908318768,Under way using engine,13.7,175.3,175,Warship
9360,442874726,Under way using engine,11.4,238.7,238,Tanker
9361,886691690,Under way using engine,13.5,358.4,0,Bulk Carrier
9362,446712186,Under way using engine,11.5,37.5,36,Military
9363,150947640,Under way using engine,13.2,163.6,165,Military
9364,253451527,Under way using engine,12,179.8,179,Bulk Carrier
9365,490069658,Under way using engine,15,146.4,144,Military
9366,686920039,Under way using engine,14.6,146.7,144,Cargo
9367,102230427,Unknown value,2.7,353.4,348,Military
9368,652286572,Under way using engine,10.5,286.2,288,Bulk Carrier
9369,969817962,Under way using engine,10.3,166.7,166,Bulk Carrier
9370,441756487,Under way using engine,19.2,192,193,SAR
9371,471069927,Under way using engine,12.5,317.4,321,Military
9372,869325363,Under way using engine,13.5,137,134,Bulk Carrier
9373,493974139,Under way using engine,6.8,204.4,202,Cargo
9374,423470975,Under way using engine,12.3,2,1,Bulk Carrier
9375,401599085,Under way using engine,11.2,340.1,341,Warship
9376,654343458,Under way using engine,11.8,71.9,69,Tanker
9377,407286237,Under way using engine,17.1,180.5,185,Bulk Carrier
9378,198195934,Under way using engine,10.8,318.5,321,Cargo
9379,446842997,Under way using engine,10.9,162.9,158,Cargo
9380,830885345,Under way using engine,14.6,145.8,144,Military
9381,533558420,Under way using engine,11.6,171,187,Tanker
9382,301270004,Under way using engine,8.3,3.6,5,Tanker
9383,457219638,Under way using engine,11.8,71.7,70,Bulk Carrier
9384,339437638,Under way using engine,10.8,318.5,321,Tanker
9385,832775094,Under way using engine,12.4,19.6,20,Bulk Carrier
9386,573186087,Under way using engine,8.8,285,285,Military
9387,593043830,Under way using engine,11.2,341.3,342,Cargo
9388,523330602,Under way using engine,13.5,136,134,Cargo
9389,321499062,Under way using engine,9.3,63.6,60,Cargo
9390,989347960,Under way using engine,11.7,168,168,SAR
9391,337762976,Under way using engine,10.9,167,170,Warship
9392,947706206,Under way using engine,18.6,65.5,67,Warship
9393,965043258,Under way using engine,13.7,160.7,161,Bulk Carrier
9394,521236634,Under way using engine,13.4,160.1,160,Cargo
9395,230360265,Under way using engine,7,57.1,64,Tanker
9396,669895251,Under way using engine,13.5,208,207,Military
9397,336638257,Under way using engine,11.6,38.7,40,Cargo
9398,238737987,Under way using engine,1.1,166.1,199,SAR
9399,840871263,Under way using engine,10.1,296.4,297,Bulk Carrier
9400,658648892,Under way using engine,12.3,326.1,329,SAR
9401,368499485,Under way using engine,13.7,159.9,160,Cargo
9402,246126902,Under way using engine,12.1,359.9,3,Military
9403,617825900,Under way using engine,12.2,34,35,Cargo
9404,997889280,Under way using engine,12.5,34.3,33,Tanker
9405,495038607,Under way using engine,6.8,183,185,Tanker
9406,684928395,Under way using engine,9.5,323.1,343,Tanker
9407,122052842,Under way using engine,9.5,70.8,68,Cargo
9408,620864100,Under way using engine,11.1,312.6,311,Tanker
9409,416605593,Under way using engine,13.5,208,207,Bulk Carrier
9410,336554436,Under way using engine,8.7,1.1,5,SAR
9411,381659626,Under way using engine,8.5,156.5,156,SAR
9412,850500597,Under way using engine,15.1,145.4,145,Cargo
9413,308572506,Under way using engine,10,324,325,Bulk Carrier
9414,750444752,Under way using engine,11.3,140.5,138,Bulk Carrier
9415,958478491,Under way using engine,8.2,286.3,291,SAR
9416,479096339,Under way using engine,8.9,292.2,293,Cargo
9417,153763417,Under way using engine,18.4,60.9,61,Bulk Carrier
9418,404339403,Under way using engine,12.8,7.8,7,Bulk Carrier
9419,269791294,Under way using engine,12.6,37.9,38,Cargo
9420,994824085,Under way using engine,13.5,159.3,160,SAR
9421,657528613,Under way using engine,12.6,38.8,38,Cargo
9422,315545856,Under way using engine,12.5,34.5,35,Warship
9423,161100541,Under way using engine,7.1,301.1,302,Military
9424,522487859,Under way using engine,19.3,175,174,SAR
9425,281535490,Under way using engine,10.4,283.3,285,Cargo
9426,673296769,Under way using engine,11.1,340.9,341,Cargo
9427,106174723,Under way using engine,9.7,42.3,45,Tanker
9428,642884870,Under way using engine,9.1,165.7,168,Bulk Carrier
9429,525329086,Under way using engine,8.2,343,353,Cargo
9430,850181359,Under way using engine,10.6,318.2,318,Bulk Carrier
9431,955826705,Engaged in fishing,2.5,342.4,336,Cargo
9432,134953953,Under way using engine,18.2,56.1,56,Cargo
9433,804752083,Under way using engine,12.4,165.2,164,Military
9434,945238080,Under way using engine,13.4,136,134,Warship
9435,666023375,Under way using engine,5.4,38,33,SAR
9436,414565765,Under way using engine,13.7,160.4,160,Bulk Carrier
9437,247875310,Under way using engine,11.6,72.2,70,Cargo
9438,977018765,Under way using engine,14,162.4,163,Warship
9439,685091959,Under way using engine,15.1,143.7,142,SAR
9440,101248332,Under way using engine,10.7,318,318,SAR
9441,826550404,Under way using engine,17.1,181.5,185,Military
9442,816908618,Under way using engine,11.4,340.4,341,Cargo
9443,697662781,Under way using engine,13.7,339.5,340,Bulk Carrier
9444,625482126,Under way using engine,8.3,338.7,340,Tanker
9445,665644400,Under way using engine,12.1,34,34,Cargo
9446,882205361,Under way using engine,10.2,163.7,165,Tanker
9447,939785443,Under way using engine,11.7,150.5,151,Military
9448,343918087,Unknown value,15.1,87.4,,SAR
9449,978130328,Under way using engine,8.5,154.9,154,Cargo
9450,314216987,Under way using engine,7.1,301.3,302,Warship
9451,495641814,Engaged in fishing,7.7,326.7,328,Military
9452,895570759,Under way using engine,11.1,191,190,SAR
9453,464709609,Under way using engine,13.4,168.7,169,SAR
9454,707102624,Engaged in fishing,7.7,325.4,325,Bulk Carrier
9455,355116912,Under way using engine,8.2,32,30,Warship
9456,373388875,Under way using engine,10.7,341.2,343,Cargo
9457,432870921,Under way using engine,10.7,312,316,Bulk Carrier
9458,332147135,Under way using engine,12.4,326.8,328,Bulk Carrier
9459,648306087,Under way using engine,11.5,328.8,328,Bulk Carrier
9460,985940016,Constrained by her draught,10.5,358,0,SAR
9461,387982715,Under way using engine,13.6,131.6,130,Tanker
9462,176972968,Under way using engine,13.6,131.6,130,Military
9463,434894130,Under way using engine,8.7,275,275,Warship
9464,912832187,Under way using engine,12.7,339.3,340,Warship
9465,939887033,Under way using engine,12.2,156.2,155,Cargo
9466,515129294,Under way using engine,12.3,164.6,164,Warship
9467,785144381,Under way using engine,4.5,43.1,41,Bulk Carrier
9468,934047707,Under way using engine,12.6,338.7,339,Warship
9469,249659657,Under way using engine,10.9,321.2,323,Warship
9470,119654399,Under way using engine,16.9,159.2,162,Bulk Carrier
9471,612399405,Under way using engine,11.2,27.9,30,Tanker
9472,117931772,Under way using engine,18.5,77.8,77,Cargo
9473,544591489,Under way using engine,9.3,91.1,91,Warship
9474,519312378,Under way using engine,13.8,340,340,Tanker
9475,418727262,Unknown value,28.2,97.7,,SAR
9476,960702189,Under way using engine,9.3,32,30,Tanker
9477,629491822,Under way using engine,11.7,342,341,Warship
9478,694217917,Under way using engine,11.3,324.5,326,Warship
9479,666174344,Engaged in fishing,7.1,103.3,109,Tanker
9480,382809854,Under way using engine,11.3,325.2,327,Military
9481,151937687,Under way using engine,8.9,172.9,174,SAR
9482,879418064,Under way using engine,13.5,162.4,162,SAR
9483,172325652,Under way using engine,7.6,79,81,Warship
9484,727888312,Under way using engine,9.8,35.8,37,Tanker
9485,893033385,Under way using engine,10.9,326.9,334,SAR
9486,527555177,Under way using engine,9.9,324.6,327,Tanker
9487,555059515,Unknown value,16.7,5.1,,Bulk Carrier
9488,324980936,Under way using engine,8.5,218.5,215,Cargo
9489,538423221,Under way using engine,12.8,35,33,Military
9490,402110996,Under way using engine,12.7,2.2,6,Bulk Carrier
9491,568603748,Under way using engine,18.9,160,160,Tanker
9492,281318048,Under way using engine,13.6,225,222,Bulk Carrier
9493,241353394,Under way using engine,10.7,173,174,Cargo
9494,362726457,Under way using engine,13.3,155,158,Tanker
9495,186252444,Under way using engine,11.4,72.7,70,Tanker
9496,784302322,Under way using engine,10.5,228.1,231,Bulk Carrier
9497,994840470,Under way using engine,12.2,34,34,Bulk Carrier
9498,302374094,Under way using engine,10,174,174,Bulk Carrier
9499,888875490,Under way using engine,19,158,158,Military
9500,345650955,Under way using engine,8.3,216.9,215,Tanker
9501,592351022,Moored,4.3,60.2,61,Cargo
9502,704054662,Under way using engine,12.1,39.2,38,Warship
9503,125684353,Under way using engine,11.1,32.5,36,SAR
9504,607643093,Under way using engine,12.6,326.2,329,Tanker
9505,839764331,Under way using engine,15.1,136.2,134,SAR
9506,518050734,Engaged in fishing,2.8,171.1,182,Warship
9507,127388229,Under way using engine,15.1,136.2,134,Warship
9508,433958766,Under way using engine,13.6,224,222,Military
9509,213303601,Engaged in fishing,2.5,346.8,340,Bulk Carrier
9510,109238179,Under way using engine,12.1,136.5,133,Military
9511,908568366,Under way using engine,17,161.5,165,Tanker
9512,902339058,Under way using engine,11.1,322,323,Tanker
9513,419540774,Under way using engine,12.8,57.6,57,Warship
9514,235159977,Under way using engine,11.5,315.6,317,Cargo
9515,586021345,Under way using engine,10.1,7.3,8,Tanker
9516,108236896,Under way using engine,7.6,159,163,Tanker
9517,540017224,Under way using engine,7.5,80,80,Bulk Carrier
9518,383287819,Under way using engine,13.6,127.6,132,Bulk Carrier
9519,145393739,Under way using engine,6.8,221.6,220,SAR
9520,149691044,Under way using engine,13.6,190.4,188,Tanker
9521,157504583,Under way using engine,13.1,165.3,163,SAR
9522,150942556,Under way using engine,10,277,278,Tanker
9523,423341196,Under way using engine,11.8,124,125,SAR
9524,343785856,Under way using engine,12.6,163.8,164,Tanker
9525,578143976,Under way using engine,9.6,128.4,126,Warship
9526,828840127,Under way using engine,10,324.5,324,SAR
9527,507276393,Under way using engine,13.8,337.5,340,Military
9528,144118892,Under way using engine,11.5,298,300,Tanker
9529,224586149,Under way using engine,12.9,161,164,Tanker
9530,667041633,Under way using engine,12.6,178.7,178,Tanker
9531,102205429,Under way using engine,6.5,220.5,221,SAR
9532,653718698,Under way using engine,12.6,35.3,32,Tanker
9533,100264099,Under way using engine,7.1,316.3,316,Military
9534,616608458,Under way using engine,12.9,57.6,57,Bulk Carrier
9535,633397789,Under way using engine,10.3,164,162,Military
9536,774118764,Under way using engine,10.3,38.3,38,SAR
9537,783119353,Under way using engine,9.9,141,141,Military
9538,497439379,Under way using engine,10.9,340.7,342,Military
9539,955848611,Engaged in fishing,8.3,223.3,226,Warship
9540,886343678,Engaged in fishing,8.3,224.7,223,Warship
9541,710470405,Under way using engine,7.3,129.4,124,Cargo
9542,465976974,Under way using engine,11.5,87.5,85,Cargo
9543,813928981,Under way using engine,12.3,37.3,34,Warship
9544,909613028,Under way using engine,12.4,325.4,327,Tanker
9545,761866771,Under way using engine,7.8,345.2,356,Bulk Carrier
9546,585981145,Under way using engine,11,341.2,342,Military
9547,121679786,Under way using engine,11.9,135.1,132,Bulk Carrier
9548,139157352,Under way using engine,13,136.8,134,Cargo
9549,522779995,Under way using engine,9.9,128.5,125,Bulk Carrier
9550,431998747,Under way using engine,13,161.1,159,SAR
9551,565005826,Under way using engine,8.7,155.9,154,Warship
9552,828757284,Under way using engine,7.8,182.6,182,Military
9553,373651999,Under way using engine,9.8,186.5,182,Bulk Carrier
9554,351322276,Under way using engine,13.5,222,223,Tanker
9555,619668039,Under way using engine,12,32.9,32,Warship
9556,965130297,Under way using engine,2.3,126.5,42,Cargo
9557,944305055,Under way using engine,7.2,166,169,Tanker
9558,492257438,Constrained by her draught,11.7,9.3,10,Cargo
9559,540540146,Under way using engine,11.4,323.4,324,Cargo
9560,105905226,Under way using engine,19.1,144,143,Cargo
9561,196688612,Under way using engine,9.9,165.5,163,SAR
9562,759591927,Under way using engine,12.9,340.2,342,Tanker
9563,137218460,Under way using engine,11.9,134.1,131,SAR
9564,863986041,Under way using engine,11.3,337.8,337,Military
9565,950899999,Under way using engine,15,132.1,132,Military
9566,366659515,Under way using engine,11.4,336.6,337,Cargo
9567,247248736,Under way using engine,7.6,81.2,81,Bulk Carrier
9568,853709060,Engaged in fishing,7.5,114.4,117,Military
9569,834626710,Under way using engine,13.8,161.2,159,SAR
9570,723613400,Unknown value,54.8,120.2,,Cargo
9571,768256516,Under way using engine,12.6,57.3,56,SAR
9572,342712928,Under way using engine,13.8,161.3,159,Warship
9573,177980138,Under way using engine,19.1,144,143,SAR
9574,491025243,Under way using engine,10.6,230.1,235,Cargo
9575,560737235,Under way using engine,10.3,343.5,343,Military
9576,609455631,Under way using engine,12.9,135.1,132,Cargo
9577,658179856,Unknown value,32,122.7,,Military
9578,726347223,Under way using engine,12.6,33.5,31,Cargo
9579,750733067,Unknown value,19.7,117.1,,Warship
9580,971716949,Under way using engine,9,84.5,77,SAR
9581,381883523,Under way using engine,11.8,340.7,340,Military
9582,432338532,Under way using engine,11.4,341.4,344,SAR
9583,976624105,Under way using engine,11.2,317.1,321,Warship
9584,215203189,Under way using engine,10,140,141,Bulk Carrier
9585,932265622,Under way using engine,16.9,162,165,SAR
9586,551274980,Under way using engine,9.7,260.3,266,Bulk Carrier
9587,239236390,Under way using engine,14.7,154.1,159,Bulk Carrier
9588,614435356,Under way using engine,8.2,330,330,Cargo
9589,785746266,Under way using engine,13.4,161,163,Warship
9590,473701457,Under way using engine,12.6,134.8,132,Warship
9591,133377790,Under way using engine,10.6,231.3,235,Tanker
9592,437977204,Under way using engine,12,32.9,31,Warship
9593,428957604,Under way using engine,14.7,164.5,170,SAR
9594,462075141,Under way using engine,12.4,39.2,50,Warship
9595,407567677,Under way using engine,10,278,278,SAR
9596,613650104,Under way using engine,17,162.5,165,SAR
9597,633789795,Under way using engine,7.6,3.9,359,Cargo
9598,273766144,Under way using engine,12.7,36.7,34,Military
9599,308414974,Engaged in fishing,8.1,325.8,325,Military
9600,178707506,Under way using engine,11.1,317.7,321,Cargo
9601,498089741,Under way using engine,11.3,337.5,339,Warship
9602,351174522,Under way using engine,11.3,338.2,340,Warship
9603,514039779,Under way using engine,4.7,32.9,31,Cargo
9604,935939599,Under way using engine,14.1,337.1,340,SAR
9605,601964589,Under way using engine,10,139,141,Bulk Carrier
9606,685853591,Under way using engine,12.3,41,49,Military
9607,135523201,Under way using engine,7.5,248.3,244,Cargo
9608,563108527,Under way using engine,13.1,341,342,SAR
9609,794968305,Under way using engine,9.9,162.6,164,SAR
9610,686982088,Under way using engine,11,161,162,Military
9611,457605342,Under way using engine,12.8,136,132,Warship
9612,161293904,Under way using engine,11.5,330.4,328,Warship
9613,402117554,Moored,7.5,60.5,60,Tanker
9614,344777246,Under way using engine,10.8,169.8,172,Tanker
9615,453798117,Under way using engine,11.7,191,191,Bulk Carrier
9616,641253946,Under way using engine,14.1,202,202,Warship
9617,650958333,Under way using engine,9.2,159.7,160,Military
9618,631547967,Under way using engine,6.8,351.1,352,Military
9619,915461195,Under way using engine,12.9,346.7,346,SAR
9620,872317099,Under way using engine,11.2,50.2,52,Military
9621,773977229,Under way using engine,10.3,22.3,26,Cargo
9622,360181749,Constrained by her draught,11.1,67.5,64,SAR
9623,490589367,Under way using engine,13.1,162.9,162,Cargo
9624,135625595,Under way using engine,11.8,150.7,154,Cargo
9625,310613297,Under way using engine,15.3,133.7,132,Tanker
9626,272688317,Under way using engine,16,308.2,306,SAR
9627,892008236,Under way using engine,8.7,155.7,154,Cargo
9628,716920958,Under way using engine,12.5,135,132,Bulk Carrier
9629,795160364,Under way using engine,14.1,337.5,340,Military
9630,469052101,Under way using engine,11.4,50.3,52,Cargo
9631,264675140,Under way using engine,11.7,155.8,159,SAR
9632,986690961,Under way using engine,12.3,165.7,165,Tanker
9633,805554083,Under way using engine,15.3,132.7,131,Bulk Carrier
9634,155959358,Under way using engine,10,319.1,317,Tanker
9635,550660619,Under way using engine,11.8,135.9,132,Military
9636,177963761,Engaged in fishing,8,322,322,Warship
9637,834916917,Under way using engine,14.7,53.3,52,Cargo
9638,968711407,Under way using engine,11.9,125.8,125,Warship
9639,135693863,Under way using engine,11.8,120,121,Warship
9640,804922225,At anchor,3,318.3,320,Tanker
9641,792593716,Under way using engine,13,56.7,57,Military
9642,409337942,Under way using engine,10.4,342.1,340,Warship
9643,214548005,Under way using engine,11.7,190,190,Tanker
9644,783817758,Under way using engine,11.5,323,322,Tanker
9645,515146885,Under way using engine,12.5,134.3,134,Tanker
9646,430881477,Under way using engine,10.4,258.3,264,Cargo
9647,996842402,Under way using engine,12.6,134.6,130,Cargo
9648,757769355,Under way using engine,9.9,316.4,315,Warship
9649,355070455,Under way using engine,14.7,308.4,306,Military
9650,421217703,Under way using engine,11.3,340.4,341,Cargo
9651,326933308,Under way using engine,12.3,37.5,37,Cargo
9652,578674328,Under way using engine,13.5,308,306,Warship
9653,547808373,Under way using engine,21.7,173.1,174,Bulk Carrier
9654,330690086,Under way using engine,10.7,86,85,Cargo
9655,897032552,Under way using engine,9.8,261.4,263,SAR
9656,696499307,Under way using engine,10.4,136.5,135,SAR
9657,494759338,Under way using engine,11.5,323.2,321,SAR
9658,523945187,Under way using engine,17.1,160.9,165,Tanker
9659,879356152,Engaged in fishing,8.8,219.7,224,Warship
9660,432404874,Under way using engine,7.2,80.2,80,Warship
9661,550339484,Under way using engine,13.3,341.2,342,Military
9662,957438677,Under way using engine,13.9,162,158,SAR
9663,778885824,Under way using engine,5.8,127.1,128,Bulk Carrier
9664,733055094,Under way using engine,9.4,315.1,314,Tanker
9665,168269964,Engaged in fishing,7.5,114.8,118,Cargo
9666,415757162,Under way using engine,12.4,165.6,165,SAR
9667,518150964,Engaged in fishing,7.5,115.9,117,Tanker
9668,960063778,Under way using engine,13.7,216,218,SAR
9669,152928249,Under way using engine,12.2,132,134,Bulk Carrier
9670,189589890,Under way using engine,11,190.4,187,SAR
9671,329057611,Under way using engine,12.1,35.1,35,Cargo
9672,931571836,Under way using engine,9.5,320,320,Tanker
9673,480881652,Under way using engine,13.1,198.3,201,Military
9674,314656815,Under way using engine,11.7,339.5,341,Bulk Carrier
9675,411737072,Under way using engine,21.4,162.8,163,Cargo
9676,882813221,Under way using engine,12.2,31.5,32,Bulk Carrier
9677,925936881,Under way using engine,10.2,26.5,31,Tanker
9678,234319238,Under way using engine,14,161,162,SAR
9679,979509676,Under way using engine,10,294.5,294,Military
9680,723186635,Unknown value,0.6,,,Bulk Carrier
9681,402453345,Under way using engine,11.9,165.8,166,Military
9682,458337720,Under way using engine,17.1,128.6,129,Bulk Carrier
9683,936226717,Under way using engine,12.9,198.2,200,SAR
9684,985158267,Under way using engine,10.1,139,143,Tanker
9685,367937224,Constrained by her draught,11,62.5,58,Tanker
9686,276699237,Under way using engine,10.8,344.6,346,Tanker
9687,589135515,Under way using engine,10.2,14,12,Bulk Carrier
9688,197730624,Under way using engine,10.4,13.8,12,Bulk Carrier
9689,836783677,Under way using engine,12.2,34,34,Bulk Carrier
9690,368755490,Under way using engine,13,51.5,52,Cargo
9691,862394653,Under way using engine,11.7,320.1,322,Military
9692,664734567,Under way using engine,13.5,57.5,58,Bulk Carrier
9693,701599443,Under way using engine,7.4,250.8,248,Cargo
9694,223908973,Under way using engine,18.7,252.8,252,Bulk Carrier
9695,926334212,Under way using engine,8.9,40.5,33,Military
9696,975710617,Under way using engine,0,213.7,207,Bulk Carrier
9697,401665193,Under way using engine,6.4,118.4,119,Bulk Carrier
9698,956296532,Under way using engine,12.2,159,175,SAR
9699,346550334,Under way using engine,13.6,58.1,59,Tanker
9700,909862180,Under way using engine,12.6,29.1,35,Military
9701,128042472,Under way using engine,10.5,122,121,Cargo
9702,809076556,Under way using engine,12.3,140.6,139,Tanker
9703,847974617,Under way using engine,12,130.9,133,Bulk Carrier
9704,292477777,Under way using engine,12.6,30.2,36,Tanker
9705,956503734,Under way using engine,8.6,153.4,154,Warship
9706,733222529,Under way using engine,10.4,135,132,SAR
9707,207307586,Under way using engine,11.6,319.6,322,SAR
9708,856528607,Under way using engine,9.2,318.3,309,Warship
9709,126597593,Under way using engine,10,283.1,286,Warship
9710,167674348,Under way using engine,12.2,263,261,Warship
9711,978121328,Under way using engine,12,130.6,133,Cargo
9712,758384320,Under way using engine,12.9,349.5,351,Bulk Carrier
9713,978859984,Under way using engine,12.8,349.4,351,Cargo
9714,817964067,Under way using engine,5.3,38.2,35,Tanker
9715,969580433,Under way using engine,8.7,29.3,33,Warship
9716,993316541,Under way using engine,10.8,8.2,6,Military
9717,450583496,Under way using engine,14,341.1,344,Bulk Carrier
9718,212359957,Under way using engine,12.8,166.2,164,SAR
9719,965932139,Under way using engine,14,217,218,Military
9720,937209368,Under way using engine,13.5,162.3,158,Military
9721,479819692,Under way using engine,17.1,162.4,166,Military
9722,147759059,Under way using engine,11.8,339.7,341,Bulk Carrier
9723,814449917,Under way using engine,12.7,153.7,156,Military
9724,764503875,Under way using engine,10.3,135.4,133,Tanker
9725,752633390,Engaged in fishing,8.9,213.2,214,SAR
